slug,view_count,event,filmed
9_11_healing_the_mothers_who_found_forgiveness_friendship,836750,TEDWomen 2010,2010-12-12
a_choir_as_big_as_the_internet,400751,Eric Whitacre's Virtual Choir,2010-03-10
a_j_jacobs_year_of_living_biblically,2419084,EG 2007,2007-12-02
a_robot_that_flies_like_a_bird,6331411,TEDGlobal 2011,2011-07-15
a_ted_speaker_s_worst_nightmare,2984064,TED2012,2012-03-01
a_whistleblower_you_haven_t_heard,2004839,TEDxRotterdam 2010,2010-06-04
aakash_odedra_a_dance_in_a_hurricane_of_paper_wind_and_light,831464,TEDGlobal 2014,2014-10-21
aala_el_khani_what_it_s_like_to_be_a_parent_in_a_war_zone,943318,TEDxManchester,2016-02-14
aaron_huey,1404833,TEDxDU 2010,2010-09-19
aaron_koblin,1503044,TED2011,2011-03-02
aaron_o_connell_making_sense_of_a_visible_quantum_object,1290118,TED2011,2011-03-02
abe_davis_new_video_technology_that_reveals_an_object_s_hidden_properties,1405188,TED2015,2015-03-17
abha_dawesar_life_in_the_digital_now,1263264,TEDGlobal 2013,2013-06-14
abigail_marsh_why_some_people_are_more_altruistic_than_others,1775619,TEDSummit,2016-06-26
abigail_washburn_building_us_china_relations_by_banjo,989838,TED2012,2012-02-27
abraham_verghese_a_doctor_s_touch,1432826,TEDGlobal 2011,2011-07-14
achenyo_idachaba_how_i_turned_a_deadly_plant_into_a_thriving_business,1743873,TEDWomen 2015,2015-05-27
adam_alter_why_our_screens_make_us_less_happy,2613880,TED2017,2017-04-24
adam_davidson_what_we_learned_from_teetering_on_the_fiscal_cliff,787596,TEDSalon NY2012,2012-12-17
adam_de_la_zerda_how_we_can_start_winning_the_war_against_cancer,1010021,TEDxStanford,2016-04-24
adam_driver_my_journey_from_marine_to_actor,4588988,TED Talks Live,2015-11-03
adam_foss_a_prosecutor_s_vision_for_a_better_justice_system,1809595,TED2016,2016-02-18
adam_galinsky_how_to_speak_up_for_yourself,3430090,TEDxNewYork,2016-09-10
adam_garone_healthier_men_one_moustache_at_a_time,720197,TEDxToronto 2011,2011-11-14
adam_grant_are_you_a_giver_or_a_taker,3917466,TED@IBM,2016-11-15
adam_grant_the_surprising_habits_of_original_thinkers,7104668,TED2016,2016-02-16
adam_grosser_and_his_sustainable_fridge,867800,TED2007,2007-02-02
adam_ostrow_after_your_final_status_update,1156511,TEDGlobal 2011,2011-07-11
adam_sadowsky_engineers_a_viral_music_video,1072285,TEDxUSC,2010-04-13
adam_savage_my_love_letter_to_cosplay,1778915,TED2016,2016-02-16
adam_savage_s_obsessions,1724294,EG 2008,2008-12-12
adam_spencer_why_i_fell_in_love_with_monster_prime_numbers,2057595,TED2013,2013-02-27
aditi_gupta_a_taboo_free_way_to_talk_about_periods,1461046,TEDxGatewayWomen,2015-05-29
aditi_shankardass_a_second_opinion_on_learning_disorders,966697,TEDIndia 2009,2009-11-11
adora_svitak,4899371,TED2010,2010-02-13
afra_raymond_three_myths_about_corruption,833596,TEDxPortofSpain,2012-12-12
ahn_trio_a_modern_take_on_piano_violin_cello,760347,TEDWomen 2010,2010-12-08
aimee_mullins_on_running,1037813,TED1998,1998-02-02
aimee_mullins_prosthetic_aesthetics,3549255,TED2009,2009-02-05
aimee_mullins_the_opportunity_of_adversity,2091415,TEDMED 2009,2009-10-10
aj_jacobs_how_healthy_living_nearly_killed_me,1511571,TEDMED 2011,2011-10-28
aj_jacobs_the_world_s_largest_family_reunion_we_re_all_invited,1123811,TEDActive 2014,2014-03-20
ajit_narayanan_a_word_game_to_communicate_in_any_language,1275214,TED2013,2013-02-27
al_gore_on_averting_climate_crisis,3229810,TED2006,2006-02-25
al_gore_s_new_thinking_on_the_climate_crisis,1801778,TED2008,2008-03-03
al_gore_the_case_for_optimism_on_climate_change,1669189,TED2016,2016-02-17
al_gore_warns_on_latest_climate_trends,792178,TED2009,2009-02-06
al_seckel_says_our_brains_are_mis_wired,2179841,TED2004,2004-02-26
al_vernacchio_sex_needs_a_new_metaphor_here_s_one,1884195,TED2012,2012-03-02
alaa_murabit_what_my_religion_really_says_about_women,2408478,TEDWomen 2015,2015-05-29
alain_de_botton_a_kinder_gentler_philosophy_of_success,6044331,TEDGlobal 2009,2009-07-21
alain_de_botton_atheism_2_0,2264873,TEDGlobal 2011,2011-07-13
alan_eustace_i_leapt_from_the_stratosphere_here_s_how_i_did_it,1475137,TED2015,2015-03-17
alan_kay_shares_a_powerful_idea_about_ideas,785984,TED2007,2007-03-03
alan_russell_on_regenerating_our_bodies,1468307,TED2006,2006-02-02
alan_siegel_let_s_simplify_legal_jargon,895061,TED2010,2010-02-11
alan_smith_why_we_re_so_bad_at_statistics,1471510,TEDxExeter,2016-04-15
alanna_shaikh_how_i_m_preparing_to_get_alzheimer_s,1350147,TEDGlobal 2012,2012-06-25
alastair_gray_how_fake_handbags_fund_terrorism_and_organized_crime,891933,TED@Tommy,2017-11-14
alastair_parvin_architecture_for_the_people_by_the_people,1449072,TED2013,2013-02-27
alberto_cairo_there_are_no_scraps_of_men,821038,TEDxRC2,2011-11-27
alec_soth_stacey_baker_this_is_what_enduring_love_looks_like,1825682,TED2015,2015-03-18
alejandro_aravena_my_architectural_philosophy_bring_the_community_into_the_process,1706803,TEDGlobal 2014,2014-10-09
alejandro_sanchez_alvarado_to_solve_old_problems_study_new_species,1156528,TEDxKC,2016-08-19
aleph_molinari_let_s_bridge_the_digital_divide,121438,TEDxSanMigueldeAllende,2011-08-06
alessandra_orofino_it_s_our_city_let_s_fix_it,755907,TEDGlobal 2014,2014-10-07
alessandro_acquisti_why_privacy_matters,1328558,TEDGlobal 2013,2013-06-14
alex_kipman_the_dawn_of_the_age_of_holograms,2526743,TED2016,2016-02-18
alex_laskey_how_behavioral_science_can_lower_your_energy_bill,1105112,TED2013,2013-02-28
alex_steffen,992921,TEDGlobal 2011,2011-07-12
alex_steffen_sees_a_sustainable_future,1442915,TEDGlobal 2005,2005-07-07
alex_tabarrok_foresees_economic_growth,765401,TED2009,2009-02-07
alex_wissner_gross_a_new_equation_for_intelligence,1998024,TEDxBeaconStreet,2013-11-26
alexa_meade,2704247,TEDGlobal 2013,2013-06-13
alexander_betts_our_refugee_system_is_failing_here_s_how_we_can_fix_it,846621,TED2016,2016-02-15
alexander_betts_why_brexit_happened_and_what_to_do_next,2543512,TEDSummit,2016-06-29
alexander_tsiaras_conception_to_birth_visualized,6162807,INK Conference,2010-12-02
alexander_wagner_what_really_motivates_people_to_be_honest_in_business,1219280,TEDxZurich,2016-11-11
alexis_ohanian_how_to_make_a_splash_in_social_media,2104251,TEDIndia 2009,2009-11-05
ali_carr_chellman_gaming_to_re_engage_boys_in_learning,989057,TEDxPSU,2010-10-21
alice_bows_larkin_we_re_too_late_to_prevent_climate_change_here_s_how_we_adapt,1179006,TEDGlobalLondon,2015-06-16
alice_dreger_is_anatomy_destiny,1089244,TEDxNorthwesternU,2010-12-15
alice_goffman_college_or_prison_two_destinies_one_blatant_injustice,1589390,TED2015,2015-03-19
alice_rawsthorn_pirates_nurses_and_other_rebel_designers,928647,TED2016,2016-02-18
alicia_garza_patrisse_cullors_and_opal_tometi_an_interview_with_the_founders_of_black_lives_matter,811084,TEDWomen 2016,2016-10-27
alisa_miller_shares_the_news_about_the_news,1933754,TED2008,2008-03-03
alison_gopnik_what_do_babies_think,3017659,TEDGlobal 2011,2011-07-13
alison_jackson_looks_at_celebrity,676842,TEDGlobal 2005,2005-07-07
alison_killing_there_s_a_better_way_to_die_and_architecture_can_help,1247203,TEDGlobal 2014,2014-10-20
alison_killing_what_happens_when_a_city_runs_out_of_room_for_its_dead,1471158,TEDxGroningen,2014-11-20
alix_generous_how_i_learned_to_communicate_my_inner_life_with_asperger_s,1643047,TEDWomen 2015,2015-06-12
allan_adams_the_discovery_that_could_rewrite_physics,1766992,TED2014,2014-03-18
allan_adams_what_the_discovery_of_gravitational_waves_means,2412093,TED2016,2016-02-15
allan_jones_a_map_of_the_brain,1060496,TEDGlobal 2011,2011-07-13
allan_savory_how_to_green_the_world_s_deserts_and_reverse_climate_change,4385527,TED2013,2013-02-28
allison_hunt_gets_a_new_hip,573525,TED2007,2007-03-03
alwar_balasubramaniam_sculpture_of_substance_and_absence,434137,TEDIndia 2009,2009-11-06
alyson_mcgregor_why_medicine_often_has_dangerous_side_effects_for_women,1438766,TEDxProvidence,2014-09-20
alyssa_monks_how_loss_helped_one_artist_find_beauty_in_imperfection,1176507,TEDxIndianaUniversity,2015-11-13
amanda_bennett_a_heroic_narrative_for_letting_go,1011107,TEDMED 2013,2013-04-18
amanda_burden_how_public_spaces_make_cities_work,1097650,TED2014,2014-03-20
amanda_palmer_jherek_bischoff_usman_riaz_space_oddity,748397,TED2016,2016-02-19
amanda_palmer_the_art_of_asking,9218642,TED2013,2013-02-27
amber_case_we_are_all_cyborgs_now,1522871,TEDWomen 2010,2010-12-08
ameenah_gurib_fakim_an_interview_with_mauritius_s_first_female_president,725877,TEDGlobal 2017,2017-08-27
ameenah_gurib_fakim_humble_plants_that_hide_surprising_secrets,987616,TEDGlobal 2014,2014-10-27
ameera_harouda_why_i_put_myself_in_danger_to_tell_the_stories_of_gaza,986279,TED2016,2016-02-18
amel_karboul_the_global_learning_crisis_and_what_to_do_about_it,1181853,TED@BCG Milan,2017-10-04
ami_klin_a_new_way_to_diagnose_autism,589265,TEDxPeachtree,2011-09-10
amit_sood_building_a_museum_of_museums_on_the_web,622871,TED2011,2011-03-02
amit_sood_every_piece_of_art_you_ve_ever_wanted_to_see_up_close_and_searchable,950488,TED2016,2016-02-17
ron_eglash_on_african_fractals,1557871,TEDGlobal 2007,2007-06-06
ron_finley_a_guerilla_gardener_in_south_central_la,3069550,TED2013,2013-02-28
ron_gutman_the_hidden_power_of_smiling,4746631,TED2011,2011-03-02
ron_mccallum_how_technology_allowed_me_to_read,689576,TEDxSydney,2013-07-08
ronald_sullivan_how_i_help_free_innocent_people_from_prison,733092,TEDxMidAtlantic,2016-10-21
rory_bremner_s_one_man_world_summit,1125239,TEDGlobal 2009,2009-07-24
rory_stewart_how_to_rebuild_democracy,865614,TEDxHousesOfParliament,2012-06-12
rory_stewart_time_to_end_the_war_in_afghanistan,666962,TEDGlobal 2011,2011-07-15
rory_sutherland_life_lessons_from_an_ad_man,2934556,TEDGlobal 2009,2009-07-23
rory_sutherland_perspective_is_everything,2413160,TEDxAthens,2011-12-03
rory_sutherland_sweat_the_small_stuff,1083445,TEDSalon London 2010,2010-04-19
rose_george_inside_the_secret_shipping_industry,1447885,TED@BCG Singapore,2013-10-18
rose_george_let_s_talk_crap_seriously,1652282,TED2013,2013-02-27
rose_goslinga_crop_insurance_an_idea_worth_seeding,566639,TEDSalon Berlin 2014,2014-06-23
roselinde_torres_what_it_takes_to_be_a_great_leader,3883913,TED@BCG San Francisco,2013-10-30
rosie_king_how_autism_freed_me_to_be_myself,2311935,TEDMED 2014,2014-09-09
roxane_gay_confessions_of_a_bad_feminist,1504158,TEDWomen 2015,2015-05-28
roy_gould_and_curtis_wong_preview_the_worldwide_telescope,1038465,TED2008,2008-02-27
roz_savage_why_i_m_rowing_across_the_pacific,649870,Mission Blue Voyage,2010-04-08
ruby_wax_what_s_so_funny_about_mental_illness,2425664,TEDGlobal 2012,2012-06-26
rufus_griscom_alisa_volkman_let_s_talk_parenting_taboos,2147111,TEDWomen 2010,2010-12-08
rupal_patel_synthetic_voices_as_unique_as_fingerprints,863276,TEDWomen 2013,2013-12-05
russ_altman_what_really_happens_when_you_mix_medications,1618236,TEDMED 2015,2015-11-18
russell_foster_why_do_we_sleep,6703661,TEDGlobal 2013,2013-06-13
rutger_bregman_poverty_isn_t_a_lack_of_character_it_s_a_lack_of_cash,1715162,TED2017,2017-04-24
ruth_chang_how_to_make_hard_choices,5719002,TEDSalon NY2014,2014-05-15
ryan_gravel_how_an_old_loop_of_railroads_is_changing_the_face_of_a_city,839118,TEDNYC,2016-10-05
ryan_holladay_to_hear_this_music_you_have_to_be_there_literally,1294575,TED@BCG San Francisco,2013-10-30
ryan_lobo_through_the_lens_of_compassion,546816,TEDIndia 2009,2009-11-06
ryan_merkley_online_video_annotated_remixed_and_popped,702949,TEDGlobal 2012,2012-06-26
safwat_saleem_why_i_keep_speaking_up_even_when_people_mock_my_accent,1419977,TED2016,2016-02-15
sajay_samuel_how_college_loans_exploit_students_for_profit,1141703,TEDxPSU,2016-02-28
sakena_yacoobi_how_i_stopped_the_taliban_from_shutting_down_my_school,1394874,TEDWomen 2015,2015-05-28
saki_mafundikwa_ingenuity_and_elegance_in_ancient_african_alphabets,733219,TED2013,2013-02-28
sal_khan_let_s_teach_for_mastery_not_test_scores,2482614,TED Talks Live,2015-11-02
salil_dudani_how_jails_extort_the_poor,985969,TEDxStanford,2016-04-24
sally_kohn_don_t_like_clickbait_don_t_click,1259624,TED@NYC,2014-07-08
sally_kohn_let_s_try_emotional_correctness,1866731,TED@NYC,2013-10-14
salman_khan_let_s_use_video_to_reinvent_education,4714934,TED2011,2011-03-02
salvatore_iaconesi_what_happened_when_i_open_sourced_my_brain_cancer,1134785,TEDMED 2013,2013-06-09
sam_harris_can_we_build_ai_without_losing_control_over_it,2995401,TEDSummit,2016-06-26
sam_harris_science_can_show_what_s_right,3553212,TED2010,2010-02-11
sam_kass_want_to_teach_kids_well_feed_them_well,1432119,TED Talks Live,2015-11-02
sam_martin_builds_a_room_of_his_own,763724,TEDGlobal 2009,2009-07-24
sam_richards_a_radical_experiment_in_empathy,1557712,TEDxPSU,2010-10-10
samantha_nutt_the_real_harm_of_the_global_arms_trade,1062096,TED Talks Live,2015-11-04
samantha_power_on_a_complicated_hero,464128,TED2008,2008-02-02
samuel_cohen_alzheimer_s_is_not_normal_aging_and_we_can_cure_it,1574395,TED@BCG London,2015-06-30
sandi_toksvig_a_political_party_for_women_s_equality,825673,TEDWomen 2016,2016-10-27
sandra_aamodt_why_dieting_doesn_t_usually_work,4219799,TEDGlobal 2013,2013-06-11
sandra_fisher_martins_the_right_to_understand,297801,TEDxO'Porto,2011-03-21
sandrine_thuret_you_can_grow_new_brain_cells_here_s_how,5141136,TED@BCG London,2015-06-30
sanford_biggers_an_artist_s_unflinching_look_at_racial_violence,1016797,TED2016,2016-02-15
sangeeta_bhatia_this_tiny_particle_could_roam_your_body_to_find_tumors,792663,TED Talks Live,2015-11-06
sangu_delle_in_praise_of_macro_yes_macro_finance_in_africa,991333,TEDGlobal 2014,2014-10-06
sanjay_dastoor_a_skateboard_with_a_boost,1709121,TED2013,2013-02-27
sanjay_pradhan_how_open_data_is_changing_international_aid,493251,TEDGlobal 2012,2012-06-26
sara_dewitt_3_fears_about_screen_time_for_kids_and_why_they_re_not_true,1199647,TED2017,2017-04-24
sara_lewis_the_loves_and_lies_of_fireflies,981513,TED2014,2014-03-20
sara_menker_a_global_food_crisis_may_be_only_a_decade_away,1130810,TEDGlobal 2017,2017-08-27
sara_ramirez_and_michael_pemberton_rollercoaster,897843,TED Talks Live,2015-11-01
sara_seager_the_search_for_planets_beyond_our_solar_system,1382880,TED2015,2015-03-18
sarah_bergbreiter_why_i_make_robots_the_size_of_a_grain_of_rice,1590630,TEDYouth 2014,2014-11-15
sarah_corbett_activism_needs_introverts,823868,TEDxYouth@Bath,2016-11-17
sarah_gray_how_my_son_s_short_life_made_a_lasting_difference,1462809,TEDMED 2015,2015-11-18
sarah_jayne_blakemore_the_mysterious_workings_of_the_adolescent_brain,2341340,TEDGlobal 2012,2012-06-25
sarah_jones_as_a_one_woman_global_village,1658729,TED2009,2009-02-05
sarah_jones_one_woman_five_characters_and_a_sex_lesson_from_the_future,1567280,TED2015,2015-03-19
sarah_jones_what_does_the_future_hold_11_characters_offer_quirky_answers,1529070,TED2014,2014-03-21
sarah_kaminsky,602295,TEDxParis 2010,2010-01-30
sarah_kay_how_many_lives_can_you_live,750459,TEDxEast,2011-05-09
sarah_kay_if_i_should_have_a_daughter,10838678,TED2011,2011-03-03
sarah_lewis_embrace_the_near_win,2371210,TED2014,2014-03-20
sarah_parcak_archeology_from_space,988808,TED2012,2012-03-01
sarah_parcak_help_discover_ancient_ruins_before_it_s_too_late,865244,TED2016,2016-02-15
sarah_parcak_hunting_for_peru_s_lost_civilizations_with_satellites,1056991,TEDSummit,2016-06-27
sasa_vucinic_invests_in_free_press,590785,TEDGlobal 2005,2005-07-14
sasha_dichter,295969,NextGen:Charity,2010-11-16
saul_griffith_on_everyday_inventions,466523,TED2006,2006-02-23
saul_griffith_on_kites_as_the_future_of_renewable_energy,641784,TED2009,2009-02-06
sayu_bhojwani_how_immigrant_voices_make_democracy_stronger,831650,TEDNYC,2016-09-07
scilla_elworthy_fighting_with_non_violence,1162345,TEDxExeter,2012-04-20
scott_dinsmore_how_to_find_work_you_love,5036430,TEDxGoldenGatePark 2012,2012-10-10
scott_fraser_the_problem_with_eyewitness_testimony,1074978,TEDxUSC,2012-05-04
scott_galloway_how_amazon_apple_facebook_and_google_manipulate_our_emotions,1596623,TEDNYC,2017-10-17
scott_kim_takes_apart_the_art_of_puzzles,524183,EG 2008,2008-12-11
scott_mccloud_on_comics,1041174,TED2005,2005-02-28
scott_rickard_the_beautiful_math_behind_the_ugliest_music,353970,TEDxMIA,2011-09-13
scott_summit_beautiful_artificial_limbs,139539,TEDxCambridge,2011-11-19
sean_carroll_distant_time_and_the_hint_of_a_multiverse,1575645,TEDxCaltech,2011-01-14
sean_follmer_shape_shifting_tech_will_change_work_as_we_know_it,1441577,TEDxCERN,2015-10-09
sean_gourley_on_the_mathematics_of_war,916394,TED2009,2009-02-05
sebastian_bortnik_the_conversation_we_re_not_having_about_digital_child_abuse,431430,TEDxRiodelaPlata,2016-10-22
sebastian_deterding_what_your_designs_say_about_you,647660,TEDxHogeschoolUtrecht,2011-11-16
sebastian_junger_our_lonely_society_makes_it_hard_to_come_home_from_war,812705,TED Talks Live,2015-11-04
sebastian_junger_why_veterans_miss_war,2458192,TEDSalon NY2014,2014-01-16
sebastian_kraves_the_era_of_personal_dna_testing_is_here,1076084,TED@BCG Paris,2016-05-18
sebastian_seung,961482,TEDGlobal 2010,2010-07-16
sebastian_thrun_and_chris_anderson_the_new_generation_of_computers_is_programming_itself,1020364,TED2017,2017-04-24
sebastian_thrun_google_s_driverless_car,2515848,TED2011,2011-03-02
sebastian_wernicke_1000_tedtalks_6_words,628469,TEDxZurich 2011,2011-11-10
sebastian_wernicke_how_to_use_data_to_make_a_hit_tv_show,1492237,TEDxCambridge,2015-06-18
sebastiao_salgado_the_silent_drama_of_photography,1645544,TED2013,2013-02-26
seema_bansal_how_to_fix_a_broken_education_system_without_any_more_money,1291019,TED@BCG Paris,2016-05-18
sendhil_mullainathan,504855,TEDIndia 2009,2009-11-04
serena_williams_gayle_king_on_tennis_love_and_motherhood,1735305,TED2017,2017-04-24
sergei_lupashin_a_flying_camera_on_a_leash,1231725,TEDSalon Berlin 2014,2014-07-24
sergey_brin_and_larry_page_on_google,1488788,TED2004,2004-02-02
sergey_brin_why_google_glass,2043499,TED2013,2013-02-27
seth_berkley_hiv_and_flu_the_vaccine_strategy,552363,TED2010,2010-02-05
seth_berkley_the_troubling_reason_why_vaccines_are_made_too_late_if_they_re_made_at_all,1001494,TED2015,2015-03-18
seth_godin_on_sliced_bread,5689116,TED2003,2003-02-27
seth_godin_on_the_tribes_we_lead,2035803,TED2009,2009-02-04
seth_godin_this_is_broken_1,963596,Gel Conference,2006-09-08
seth_priebatsch_the_game_layer_on_top_of_the_world,821888,TEDxBoston 2010,2010-07-29
seth_shostak_et_is_probably_out_there_get_ready,845711,TEDxSanJoseCA,2012-04-14
sethembile_msezane_living_sculptures_that_stand_for_history_s_truths,904361,TEDGlobal 2017,2017-08-27
severine_autesserre_to_solve_mass_violence_look_to_locals,758122,TEDGlobal 2014,2014-10-16
shabana_basij_rasikh_dare_to_educate_afghan_girls,960372,TEDxWomen 2012,2012-12-01
shaffi_mather_a_new_way_to_fight_corruption,502928,TEDIndia 2009,2009-11-05
shah_rukh_khan_thoughts_on_humanity_fame_and_love,5682323,TED2017,2017-04-24
shai_agassi_on_electric_cars,1153471,TED2009,2009-02-05
shai_reshef_a_tuition_free_college_degree,5247405,TED2014,2014-03-14
shaka_senghor_why_your_worst_deeds_don_t_define_you,1463872,TED2014,2014-03-20
shane_koyczan_to_this_day_for_the_bullied_and_beautiful,5591291,TED2013,2013-02-28
shaolan_learn_to_read_chinese_with_ease,3187307,TED2013,2013-02-26
shaolan_the_chinese_zodiac_explained,2106258,TED2016,2016-02-17
sharon_brous_it_s_time_to_reclaim_and_reinvent_religion,1262521,TEDWomen 2016,2016-10-28
sharon_terry_science_didn_t_understand_my_kids_rare_disease_until_i_decided_to_study_it,1169632,TEDMED 2016,2016-11-30
shashi_tharoor,1498574,TEDIndia 2009,2009-11-07
shawn_achor_the_happy_secret_to_better_work,16898243,TEDxBloomington,2011-05-11
shea_hembrey_how_i_became_100_artists,1501214,TED2011,2011-03-03
sheena_iyengar_choosing_what_to_choose,2364903,TEDSalon NY2011,2011-11-09
sheena_iyengar_on_the_art_of_choosing,3167112,TEDGlobal 2010,2010-07-15
sheikha_al_mayassa_globalizing_the_local_localizing_the_global,672530,TEDWomen 2010,2010-12-02
sheila_nirenberg_a_prosthetic_eye_to_treat_blindness,399706,TEDMED 2011,2011-10-12
sheila_patek_clocks_the_fastest_animals,1183297,TED2004,2004-02-25
shekhar_kapur_we_are_the_stories_we_tell_ourselves,744359,TEDIndia 2009,2009-11-11
shereen_el_feki_a_little_told_tale_of_sex_and_sensuality,1917802,TEDGlobal 2013,2013-06-13
shereen_el_feki_how_to_fight_an_epidemic_of_bad_laws,510064,TEDxSummit,2012-04-18
shereen_el_feki_pop_culture_in_the_arab_world,491573,TEDGlobal 2009,2009-07-12
sherry_turkle_alone_together,4281099,TED2012,2012-02-29
sherwin_nuland_on_electroshock_therapy,1585308,TED2003,2001-02-02
sherwin_nuland_on_hope,351639,TED2003,2003-02-02
sheryl_sandberg_so_we_leaned_in_now_what,2226322,TEDWomen 2013,2013-12-05
sheryl_sandberg_why_we_have_too_few_women_leaders,7766775,TEDWomen 2010,2010-12-08
sheryl_wudunn_our_century_s_greatest_injustice,1063845,TEDGlobal 2010,2010-07-15
shigeru_ban_emergency_shelters_made_from_paper,1604166,TEDxTokyo,2013-05-01
shilo_shiv_suleman_using_tech_to_enable_dreaming,581693,INK Conference,2011-12-09
shimon_schocken_s_rides_of_hope,549219,TEDxTelAviv 2010,2010-04-29
shimon_schocken_the_self_organizing_computer_course,993524,TEDGlobal 2012,2012-06-26
shimon_steinberg_natural_pest_control_using_bugs,375612,TEDxTelAviv 2010,2010-04-26
shimpei_takahashi_play_this_game_to_come_up_with_original_ideas,1593368,TEDxTokyo,2013-05-31
shirin_neshat_art_in_exile,666402,TEDWomen 2010,2010-12-04
shivani_siroya_a_smart_loan_for_people_with_no_credit_history_yet,1483437,TED2016,2016-02-15
shlomo_benartzi_saving_more_tomorrow,1399870,TEDSalon NY2011,2011-11-09
shonda_rhimes_and_cyndi_stivers_the_future_of_storytelling,923713,TED2017,2017-04-24
shonda_rhimes_my_year_of_saying_yes_to_everything,3375984,TED2016,2016-02-15
shubhendu_sharma_an_engineers_vision_for_tiny_forests_everywhere,1141107,TED2014,2014-03-16
shubhendu_sharma_how_to_grow_a_forest_in_your_backyard,1397020,TED@BCG Paris,2016-05-18
shukla_bose_teaching_one_child_at_a_time,963941,TEDIndia 2009,2009-11-06
shyam_sankar_the_rise_of_human_computer_cooperation,872193,TEDGlobal 2012,2012-06-27
siamak_hariri_how_do_you_build_a_sacred_space,1162704,TEDNYC,2017-03-08
siddhartha_mukherjee_soon_we_ll_cure_diseases_with_a_cell_not_a_pill,1334002,TED2015,2015-03-18
siddhartha_roy_science_in_service_to_the_public_good,941488,TEDxVirginiaTech,2016-11-10
siddharthan_chandran_can_the_damaged_brain_repair_itself,1060672,TEDGlobal 2013,2013-07-15
siegfried_woldhek_shows_how_he_found_the_true_face_of_leonardo,1236046,TED2008,2008-02-29
silk_road_ensemble_rhiannon_giddens_st_james_infirmary_blues,844447,TED2016,2016-02-16
silk_road_ensemble_turceasca,669915,TED2016,2016-02-15
simon_anholt_how_would_the_rest_of_the_world_vote_in_your_country_s_election,1043098,TEDxFrankfurt,2016-11-29
simon_anholt_which_country_does_the_most_good_for_the_world,4867051,TEDSalon Berlin 2014,2014-06-23
simon_lewis_don_t_take_consciousness_for_granted,706416,INK Conference,2010-12-01
simon_sinek_how_great_leaders_inspire_action,36500974,TEDxPuget Sound ,2009-09-17
simon_sinek_why_good_leaders_make_you_feel_safe,7515201,TED2014,2014-03-14
sinead_burke_why_design_should_include_everyone,1211812,TEDNYC,2017-03-08
sir_ken_robinson_bring_on_the_revolution,7536932,TED2010,2010-02-06
sirena_huang_dazzles_on_violin,2753344,TED2006,2006-02-23
sisonke_msimang_if_a_story_moves_you_act_on_it,1200464,TEDWomen 2016,2016-10-27
sitawa_wafula_why_i_speak_up_about_living_with_epilepsy,779175,TEDNairobi Ideas Search,2017-02-08
sivamani_rhythm_is_everything_everywhere,562339,TEDIndia 2009,2009-11-06
siyanda_mohutsiwa_how_young_africans_found_a_voice_on_twitter,1010748,TED2016,2016-02-18
skylar_tibbits_can_we_make_things_that_make_themselves,997318,TED2011,2011-02-24
skylar_tibbits_the_emergence_of_4d_printing,2532029,TED2013,2013-02-25
sleepy_man_banjo_boys_bluegrass_virtuosity_from_new_jersey,5514902,TED2013,2013-02-26
so_percussion_music_for_wood_and_strings,795789,TED2016,2016-02-15
sofi_tukker_awoo,965214,TEDNYC,2017-03-08
sofia_jawed_wessel_the_lies_we_tell_pregnant_women,1743024,TEDxOmaha,2016-10-08
sonaar_luthra_meet_the_water_canary,362844,TEDGlobal 2011,2011-07-14
sonia_shah_3_reasons_we_still_haven_t_gotten_rid_of_malaria,1134274,TEDGlobal 2013,2013-06-22
sophal_ear_escaping_the_khmer_rouge,549824,TED2009,2009-02-06
sophie_hunger_plays_songs_of_secrets_city_lights,526532,TEDGlobal 2009,2009-07-23
sophie_scott_why_we_laugh,2920487,TED2015,2015-03-20
spencer_wells_is_building_a_family_tree_for_all_humanity,683955,TEDGlobal 2007,2007-06-06
srdja_popovic_how_to_topple_a_dictator,288544,TEDxKrakow,2011-11-23
srikumar_rao_plug_into_your_hard_wired_happiness,993193,Arbejdsglaede Live,2009-05-05
stacey_kramer_the_best_gift_i_ever_survived,3560147,TED2010,2010-02-12
stacy_smith_the_data_behind_hollywood_s_sexism,960309,TEDWomen 2016,2016-10-26
stanley_mcchrystal,2544978,TED2011,2011-03-04
stanley_mcchrystal_the_military_case_for_sharing_knowledge,1002676,TED2014,2014-03-20
stefan_larsson_what_doctors_can_learn_from_each_other,855279,TED@BCG Singapore,2013-10-10
stefan_sagmeister_7_rules_for_making_more_happiness,1700323,TED@Cannes,2010-06-11
stefan_sagmeister_on_what_he_has_learned,760489,TED2008,2008-02-02
stefan_sagmeister_shares_happy_design,1818693,TED2004,2004-02-02
stefan_sagmeister_the_power_of_time_off,3034511,TEDGlobal 2009,2009-07-23
stefan_wolff_the_path_to_ending_ethnic_conflicts,313140,TEDGlobal 2010,2010-07-15
stefana_broadbent_how_the_internet_enables_intimacy,1222376,TEDGlobal 2009,2009-07-25
stefano_mancuso_the_roots_of_plant_intelligence,1120903,TEDGlobal 2010,2010-07-15
stefon_harris_there_are_no_mistakes_on_the_bandstand,664523,TEDSalon NY2011,2011-11-09
stella_young_i_m_not_your_inspiration_thank_you_very_much,2586742,TEDxSydney,2014-04-26
stephanie_busari_how_fake_news_does_real_harm,1142285,TEDLagos Ideas Search,2017-02-11
stephen_burt_why_people_need_poetry,1143315,TEDGlobal 2013,2013-06-20
